id,name,role_description,init_att,gender,age,status,traits,interest,racist,education,economic
107,Journey Fox,"Journey Fox is a 28-year-old male Network Engineer who is reserved, unmotivated and versatile, and has interests of journaling, going to arcades and debates.",-0.3594503,male,28,Network Engineer,reserved;unmotivated;versatile,journaling;going to arcades;debates,other,high school,middle
108,Adeline Lambert,"Adeline Lambert is a 34-year-old male Human Resources Manager who is prejudiced, grounded and methodical, and has interests of volunteering in heritage preservation, knitting and learning new skills.",0.1779181,male,34,Human Resources Manager,prejudiced;grounded;methodical,volunteering in heritage preservation;knitting;learning new skills,white,college,middle
109,Emma Graham,"Emma Graham is a 32-year-old female Tutor who is sociable, creative and hostile, and has interests of running, inventing and philosophy.",0.4162664,female,32,Tutor,sociable;creative;hostile,running;inventing;philosophy,white,postgraduate,middle
110,Ruby Thomas,"Ruby Thomas is a 60-year-old female Community Liaison Officer who is diligent, confident and distrustful, and has interests of improving efficiency, socializing and creating satirical content.",-0.109092,female,60,Community Liaison Officer,diligent;confident;distrustful,improving efficiency;socializing;creating satirical content,black,postgraduate,middle
111,Braxton Gilbert,"Braxton Gilbert is a 30-year-old female Environmental Scientist who is resilient, thorough and friendly, and has interests of gardening, meeting deadlines and partying.",0.0143245,female,30,Environmental Scientist,resilient;thorough;friendly,gardening;meeting deadlines;partying,black,college,high
112,Oscar Garcia,"Oscar Garcia is a 36-year-old male Transportation Planner who is energetic, hostile and unreliable, and has interests of partying, building arguments and procrastinating projects.",-0.0077827,male,36,Transportation Planner,energetic;hostile;unreliable,partying;building arguments;procrastinating projects,other,postgraduate,high
113,Griffin Lucas,"Griffin Lucas is a 94-year-old male Human Resources Manager who is energetic, hostile and grounded, and has interests of running, building arguments and photography.",-0.3142497,male,94,Human Resources Manager,energetic;hostile;grounded,running;building arguments;photography,other,postgraduate,high
114,Makayla Campbell,"Makayla Campbell is a 46-year-old male Event Planner who is uncooperative, unconventional and solitary, and has interests of dissecting movies and books, attending workshops and journaling.",0.0479933,male,46,Event Planner,uncooperative;unconventional;solitary,dissecting movies and books;attending workshops;journaling,white,high school,high
115,Finn Rogers,"Finn Rogers is a 66-year-old female SEO Specialist who is talkative, compassionate and impulsive, and has interests of partying, teaching and watching motivational talks.",0.0415921,female,66,SEO Specialist,talkative;compassionate;impulsive,partying;teaching;watching motivational talks,hispanic,postgraduate,low
116,Andrew Morris,"Andrew Morris is a 25-year-old female Professor who is neurotic, taciturn and versatile, and has interests of taking personality quizzes, writing and new languages.",0.0807541,female,25,Professor,neurotic;taciturn;versatile,taking personality quizzes;writing;new languages,hispanic,high school,middle
117,Matthew Morgan,"Matthew Morgan is a 34-year-old male Traffic Engineer who is selfish, secure and solitary, and has interests of strategy games, hiking and organizing personal spaces.",0.2994623,male,34,Traffic Engineer,selfish;secure;solitary,strategy games;hiking;organizing personal spaces,white,high school,low
118,Benjamin Sims,"Benjamin Sims is a 37-year-old female Bartender who is shy, kind and composed, and has interests of walking alone, advocating for others and yoga.",-0.4136594,female,37,Bartender,shy;kind;composed,walking alone;advocating for others;yoga,hispanic,college,high
119,Micah Cook,"Micah Cook is a 49-year-old male Federal Agent who is insecure, considerate and disciplined, and has interests of taking personality quizzes, empowering others and following routines.",0.1918858,male,49,Federal Agent,insecure;considerate;disciplined,taking personality quizzes;empowering others;following routines,asian,high school,middle
120,Lucy Hart,"Lucy Hart is a 29-year-old male Bartender who is irresponsible, sensitive and adventurous, and has interests of sketching freely, keeping a dream journal and inventing.",0.0717041,male,29,Bartender,irresponsible;sensitive;adventurous,sketching freely;keeping a dream journal;inventing,asian,postgraduate,high
121,Lydia Graham,"Lydia Graham is a 29-year-old female Project Manager who is reflective, open-minded and diligent, and has interests of researching topics, attending art galleries and goal setting.",-0.157858,female,29,Project Manager,reflective;open-minded;diligent,researching topics;attending art galleries;goal setting,hispanic,high school,middle
122,Adeline White,"Adeline White is a 72-year-old female Product Manager who is reliable, intolerant and shy, and has interests of time management, creating satirical content and watching movies.",-0.422562,female,72,Product Manager,reliable;intolerant;shy,time management;creating satirical content;watching movies,other,college,high
123,Micah Stewart,"Micah Stewart is a 39-year-old male Health Educator who is unmotivated, relaxed and stubborn, and has interests of spontaneous photography, reading and analyzing political ideologies.",-0.216899,male,39,Health Educator,unmotivated;relaxed;stubborn,spontaneous photography;reading;analyzing political ideologies,other,high school,middle
124,Jax Vasquez,"Jax Vasquez is a 43-year-old female Curriculum Developer who is methodical, adventurous and unflappable, and has interests of developing strategies, exploring and reading.",-0.4971639,female,43,Curriculum Developer,methodical;adventurous;unflappable,developing strategies;exploring;reading,asian,high school,low
125,Lila Wheeler,"Lila Wheeler is a 27-year-old male Special Education Teacher who is detail-oriented, quiet and secure, and has interests of budgeting, researching topics and watching movies.",0.2347392,male,27,Special Education Teacher,detail-oriented;quiet;secure,budgeting;researching topics;watching movies,other,college,high
126,Colton Peters,"Colton Peters is a 47-year-old female Data Analyst who is outgoing, resistant and sensitive, and has interests of hiking, crafting with natural materials and following mood-boosting routines.",-0.4600906,female,47,Data Analyst,outgoing;resistant;sensitive,hiking;crafting with natural materials;following mood-boosting routines,other,postgraduate,low
127,Zane Caldwell,"Zane Caldwell is a 31-year-old female Special Education Teacher who is resilient, organized and distrustful, and has interests of painting, researching and dissecting movies and books.",-0.3375746,female,31,Special Education Teacher,resilient;organized;distrustful,painting;researching;dissecting movies and books,hispanic,college,low
128,Marley Gray,"Marley Gray is a 41-year-old female Advertising Executive who is prejudiced, argumentative and lively, and has interests of learning calligraphy, courtroom dramas and dancing.",-0.1322722,female,41,Advertising Executive,prejudiced;argumentative;lively,learning calligraphy;courtroom dramas;dancing,other,postgraduate,low
129,Eli Fox,"Eli Fox is a 61-year-old female Database Administrator who is steady, efficient and unassertive, and has interests of playing musical instruments, goal setting and stargazing.",0.1892935,female,61,Database Administrator,steady;efficient;unassertive,playing musical instruments;goal setting;stargazing,white,postgraduate,low
130,Everett Bowman,"Everett Bowman is a 19-year-old male Dispatcher who is withdrawn, forgetful and narrow-minded, and has interests of watching movies, watching reality shows and learning family crafts.",-0.442496,male,19,Dispatcher,withdrawn;forgetful;narrow-minded,watching movies;watching reality shows;learning family crafts,hispanic,postgraduate,middle
131,Aurora Rodriguez,"Aurora Rodriguez is a 36-year-old male Occupational Therapist who is critical, moody and prejudiced, and has interests of debating topics, poetry and learning family crafts.",-0.1890163,male,36,Occupational Therapist,critical;moody;prejudiced,debating topics;poetry;learning family crafts,white,college,high
132,Emmett O'Brien,"Emmett O'Brien is a 39-year-old male Network Engineer who is indifferent, rigid and reactive, and has interests of hanging out aimlessly, classic movies and aromatherapy.",0.3176014,male,39,Network Engineer,indifferent;rigid;reactive,hanging out aimlessly;classic movies;aromatherapy,other,high school,high
133,Harper Sanchez,"Harper Sanchez is a 49-year-old female Pharmacist who is withdrawn, conventional and reactive, and has interests of researching topics, volunteering in heritage preservation and movies.",0.0071773,female,49,Pharmacist,withdrawn;conventional;reactive,researching topics;volunteering in heritage preservation;movies,hispanic,college,low
134,Iris Fuller,"Iris Fuller is a 40-year-old male Marketing Specialist who is sociable, inflexible and reactive, and has interests of attending meetups, attending religious gatherings and drama.",-0.4389914,male,40,Marketing Specialist,sociable;inflexible;reactive,attending meetups;attending religious gatherings;drama,other,high school,middle
135,Tobias Hunt,"Tobias Hunt is a 58-year-old male Chemist who is hostile, adventurous and reclusive, and has interests of philosophy, writing and playing single-player games.",0.5058383,male,58,Chemist,hostile;adventurous;reclusive,philosophy;writing;playing single-player games,other,postgraduate,middle
