id,name,gender,status,traits,interest,birth,memory
142,Zara Green,female,Social Media Manager,sensitive;inhibited;compassionate,taking personality quizzes;listening to music;volunteering,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
143,Kiera Johnston,female,Biologist,reserved;punctual;inflexible,meditating;learning new skills;volunteering in heritage preservation,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
144,Nathan Barnett,female,Physical Therapist,composed;original;enthusiastic,baking;designing;shopping,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
145,Ryder Harris,male,Physician Assistant,reactive;versatile;solitary,attending support groups;diverse literature;listening to music,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
146,Orion Kelly,female,Correctional Officer,grounded;cooperative;withdrawn,watching movies;teaching;writing,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
147,Solomon Hernandez,male,Lab Technician,sociable;unflappable;inflexible,socializing;fishing;volunteering in heritage preservation,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
148,Oscar Turner,female,Restaurant Manager,energetic;thorough;curious,participating in group activities;tracking progress;writing,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
149,Jax Barrett,male,Forensic Analyst,cooperative;disorganized;level-headed,mediating conflicts;hanging out aimlessly;journaling,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
150,Tate Oliver,female,Advertising Executive,generous;open-minded;responsible,community service;new cultures;planning,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
151,Nia Hernandez,female,Astronomer,broad-minded;friendly;confident,diverse literature;volunteering;partying,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
152,Eli Carr,male,Event Planner,anxious;prejudiced;shy,video games;attending religious gatherings;baking,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
153,Jax Fleming,male,Human Resources Manager,stubborn;original;responsible,debating topics;creating art;learning new skills,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
154,Sage Owens,female,Human Resources Manager,thorough;steady;argumentative,studying;reading;chess strategies,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
155,Cassian Harris,male,Security Consultant,volatile;understanding;inhibited,keeping a dream journal;collaborating on projects;writing,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
156,Emerson Collins,male,Consultant,resilient;disciplined;unimaginative,painting;documenting progress;classic movies,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
157,Callan Martinez,male,Curator,warm;grounded;solitary,attending community meetings;swimming;baking,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
158,Aurora White,female,Writer,critical;enthusiastic;unimaginative,dissecting movies and books;attending concerts;classic movies,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
159,Paul Mitchell,female,Tutor,negligent;traditional;compassionate,visiting amusement parks;watching documentaries;encouraging teamwork,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
160,Kade Byrd,female,Photographer,calm;outgoing;compassionate,yoga;meeting new people;helping others,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
161,Jonathan Arnold,male,Nurse,imaginative;understanding;reclusive,new languages;spreading kindness;knitting,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
162,Luke Haynes,female,Detective,generous;resistant;shy,fundraising;local history;meditating,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
163,Finn Bell,female,Actor,negligent;reclusive;secure,attending spontaneous events;learning languages;painting,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
164,Solomon Henry,male,Communications Director,kind;irresponsible;traditional,attending community meetings;watching reality shows;antiques,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
165,Claire Hicks,female,Project Manager,procrastinating;anxious;trustworthy,daydreaming;adrenaline sports;community service,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
166,Carter Haynes,male,IT Support Specialist,reflective;original;kind,drawing;virtual reality;mediating conflicts,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
167,Orion Holmes,female,Rail Operator,resistant;unreliable;grounded,reading biographies;watching reality shows;swimming,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
168,Rowan Garcia,male,Entrepreneur,procrastinating;argumentative;resistant,binge-watching series;reviewing products critically;exploring genealogy,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
169,Simone Wallace,male,Bartender,forgetful;hostile;composed,binge-watching series;joining debate clubs;meditation,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
170,Victoria Stewart,male,Geologist,curious;lively;careless,writing;meeting new people;exploring social media,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
171,Sage Davidson,female,Crime Scene Technician,original;unmotivated;unsympathetic,attending art galleries;sketching freely;exploring conspiracy theories,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
172,Simone Mitchell,male,Health Educator,inflexible;disciplined;reactive,visiting historical landmarks;budgeting;keeping a dream journal,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
173,Rex Hall,male,Astronomer,innovative;relaxed;lively,diverse literature;meditation;going to parties,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
174,Camila Patterson,female,Geologist,withdrawn;resilient;indifferent,solving puzzles;baking;party games,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
175,Eliana Freeman,female,Radiologic Technologist,lively;neurotic;stubborn,meeting new people;crafts;dissecting movies and books,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
176,Anaya Mendez,female,Broadcast Journalist,understanding;reclusive;innovative,mediating conflicts;walking alone;new languages,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
177,Ximena Perkins,female,Air Traffic Controller,unsympathetic;quiet;calm,strategy games;gardening;baking,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
178,Selene Horton,female,Communications Director,relaxed;rude;adventurous,swimming;chess strategies;exploring new places,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
179,Harper Hart,male,Logistics Coordinator,selfish;broad-minded;reliable,philosophy;new cuisines;implementing systems,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
180,Arthur Wheeler,male,Artist,steady;indifferent;friendly,journaling;sketching freely;building relationships,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
181,Bentley Ferguson,female,Photographer,unimaginative;irresponsible;sensitive,visiting historical landmarks;party games;melancholic music,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
182,Silas Simmons,male,Promotions Coordinator,cooperative;dogmatic;grounded,encouraging teamwork;reading biographies;painting,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
183,Ellie Silva,male,Travel Agent,broad-minded;assertive;unreliable,writing;cooking;binge-watching series,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
184,Ryker Boyd,male,Content Writer,creative;selfish;secure,debates;martial arts;hiking,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
185,Calliope Powell,female,Data Analyst,inflexible;distrustful;assertive,crafting with natural materials;philosophy;hosting events,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
186,Ryker Morgan,female,Photographer,efficient;stubborn;sensitive,tracking progress;martial arts;creating mood boards,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
187,Hugo Foster,male,Security Consultant,narrow-minded;quiet;careless,visiting historical landmarks;meditating;exploring social media,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
188,Hugo Wade,female,Cybersecurity Analyst,outgoing;trustworthy;versatile,meeting new people;supporting charities;exploring music genres,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
189,Dax Murphy,female,Marketing Specialist,intolerant;procrastinating;energetic,joining debate clubs;comedy shows;traveling,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
190,Aurora Perkins,female,Restaurant Manager,moody;thorough;inflexible,blogging about feelings;maintaining cleanliness;watching documentaries,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
191,Nevaeh Fuller,female,Forensic Analyst,inflexible;responsible;sociable,watching documentaries;planning;hosting events,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
192,Callie Edwards,female,Rail Operator,resilient;trustworthy;unassertive,listening to music;collaborating on projects;studying,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
193,Ian Holland,male,Security Consultant,broad-minded;shy;level-headed,new cultures;solving puzzles;playing musical instruments,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
194,Eliza Sanders,male,Geologist,considerate;innovative;neurotic,empowering others;experimenting;exploring mindfulness techniques,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
195,Liana Wells,female,Education Policy Analyst,volatile;shy;dogmatic,attending support groups;meditating;visiting historical landmarks,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
196,Harper Riley,male,Crime Scene Technician,irresponsible;critical;adventurous,spontaneous photography;building arguments;inventing,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
197,Bella Cunningham,male,Occupational Therapist,dogmatic;talkative;forgetful,reading classic literature;socializing;visiting amusement parks,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
198,Sienna Pena,female,Customer Service Representative,anxious;confident;unmotivated,making vision boards;running;DIY projects,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
199,Caden Green,female,Physical Therapist,quiet;relaxed;unconventional,playing single-player games;fishing;designing,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
200,Amaya Welch,female,SEO Specialist,traditional;disciplined;secure,baking traditional recipes;analyzing data;painting,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
201,Anthony Cooper,female,Product Manager,composed;careless;broad-minded,playing musical instruments;party games;participating in hackathons,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
202,Hudson Reid,female,Pharmacist,inflexible;level-headed;considerate,baking traditional recipes;watching movies;promoting positivity,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
203,Jeremiah Collins,male,Shipping Manager,unpredictable;original;distrustful,blogging about feelings;designing;building arguments,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
